Creator,Year,MonthText,Title,tags,url
David Dodge ,1949,1,It Ain't Hay,Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8073
A.T. Bryant,1949,1,The Zulu People as they Were Before White Man Came,1940s;1st Edition;Africa;Book;History;South Africa,http://cannabismuseum.com/omeka/api/items/8183
Agatha Christie,1949,1,Crooked House,1940s;1950s;England;London;Poison;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9549
David Dodge,1949,1,A Drug on the Market,1940s;Drug;England;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9556
Thomas Anderson Henry,1949,1,The Plant Alkaloids,1940s;Alkaloids;Biology;Botanical;Canada;Chemicals;England;London;Philadelphia;Plants;SS-Medical Journals Collection;SS-Previous Collection;Toronto,http://cannabismuseum.com/omeka/api/items/9711
Alvin Schwartz,1948,1,The Blowtop,1940s;Crime;Greenwich Village;Marijuana;New York;New York City;Reefer Madness;Violence,http://cannabismuseum.com/omeka/api/items/3650
Eugene Lyons ,1948,1,The Reader's Digest ,Printed,http://cannabismuseum.com/omeka/api/items/7034
R. Gordon Wasson,1948,1,The Hall Carbine Affair,1940s;Biography;Civil War;History;Politics;R. Gordon Wasson;Signed by Author;United States,http://cannabismuseum.com/omeka/api/items/10303
Aldous Huxley ,1947,1,The World of Aldous Huxley ,1920s;1940s;Aldous Huxley;England;HannahBkShelf-63;London;Needs Photo;Philosophy;Poetry;Printed,http://cannabismuseum.com/omeka/api/items/5626
Trevor Illtyd Williams B.A. B.S.  D.Phil,1947,1,Introduction to Science,1940s;Drugs;Plants;Science,http://cannabismuseum.com/omeka/api/items/8201
T.I. Williams,1947,1,Drugs from Plants,1940s;Botanical;Cocaine;Drugs;Hashish;Herbal;Opium;Plants;Science;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/8850
Clarence Barnhart,1947,1,American College Dictionary,1940s;Book;Dictionaries;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9143
David Dodge,1946,1,It Ain't Hay,1940s,http://cannabismuseum.com/omeka/api/items/3153
H.M. Tomlinson ,1946,1,Morning Light ,1940s;Africa,http://cannabismuseum.com/omeka/api/items/3649
David Dodge,1946,1,It Ain't Hay ,1940s,http://cannabismuseum.com/omeka/api/items/3896
David Dodge ,1946,1,It Ain't Hay ,1940s;New101;Printed,http://cannabismuseum.com/omeka/api/items/6016
David Dodge,1946,1,It Ain't Hay,1940s;Drug;Marijuana;Pulp Fiction;Reefer;Reefer Madness;Smoke;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9551
Billy Rose,1946,1,"Wine, Women and Words",1940s;Book;Illustrated,http://cannabismuseum.com/omeka/api/items/10230
Pence James ,1945,1,Needle in a Haystack ,1940s;Agent;Dope;Drug;Drugs;Narcotics;Printed,http://cannabismuseum.com/omeka/api/items/7035
Pence James,1945,1,Needle in a Haystack,1940s;Agent;Cannabis;Dope;Drug;Drugs;Marijuana;Narc;Narcotics;Printed;Signed;Signed by Author,http://cannabismuseum.com/omeka/api/items/7036
Bruce Cook,1944,1,The Beat Generation/the Tumultuous '50s Movement and Its Impact on Today,1950s;1990s;Beat Generation;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7662
Hendrick De Leeuw,1944,1,Flower of Joy ,1940s;HannahBkShelf-77;Needs Photo;Opium;Printed,http://cannabismuseum.com/omeka/api/items/3151
"The LaGuardia Committee
The Mayor's Committee on Marijuana",1944,1,The Marahuana Problem In The City Of New York ,1940s;HannahBkShelf-62;Harry J. Anslinger;Printed,http://cannabismuseum.com/omeka/api/items/4042
Anya Steton  ,1944,1,Dragonwyck ,1940s;HannahBkShelf-44;Hemp;Hemp Paper;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6712
The Mayor's Committee on Marijuana,1944,1,The Marijuana Problem In the City of New York,1940s;Committee;HannahBkShelf-35;Marijuana;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6829
Mayors Committee on Marihuana,1944,1,"Sociological, Medical, Psychological and Pharmacological Studies",1940s;Committee;Marihuana;Marijuana;New York;New York City,http://cannabismuseum.com/omeka/api/items/8145
Verne Ovid Graham,1944,1,Mushrooms of the Great Lakes Region,1940s;Book;Fungus;Illinois;Indiana;Michigan;Mushrooms;Ohio;SS-Books Collection;SS-Previous Collection;Wisconsin,http://cannabismuseum.com/omeka/api/items/9142
William Irish,1944,1,Six Times Death,1940s;Marihuana;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9545
N.R. DeMexico,1944,1,Madman on a Drum,1940s;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9555
Muriel Rukeyser,1944,1,Breaking Open,1940s;Michael Horowitz;New York;New York City;Poetry;Signed,http://cannabismuseum.com/omeka/api/items/10564
Robert Devine,1943,1,Assassin of Youth! Marihuana,1940s;1st Edition;Lloyd Tags 8/4;Marihuana;Marijuana;Printed;Pulp Fiction;Reefer Madness;SS-Lloyd Library Exhibit Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3381
S.E. Massengill,1942,1,A Sketch of Medicine and Pharmacy,1940s;Book;Medicine;Pharmacy;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9113
William Irish,1941,1,Marihuana,1940s;Marihuana;Marijuana;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/2558
William Irish,1941,1,Marihuana,1940s;Lloyd Tags 8/4;Marihuana;Marijuana;Printed;Pulp Fiction;SS-Lloyd Library Exhibit Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3158
Maude B. Muse,1941,1,Materia Medica Pharmacology and Therapeutics: 1941,1940s;HannahBkShelf-36;Materia Medica;Needs Photo;Pharmacology;Printed;Therapeutics,http://cannabismuseum.com/omeka/api/items/6819
Maurice Helbrant,1941,1,Narcotic Agent,1940s;Alcohol;Crime;Drug;Narcotics;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9536
William Irish,1941,1,Marihuana,1940s;Marihuana;Marijuana;Pulp Fiction;Reefer Madness;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9541
Max Brand,1941,1,Young Dr. Kildare,1940s;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9563
Robert A. Hatcher  C.W. Edmunds  Morris Fishbein,1940,1,Epitome of Pharmacopeia (And Suppliments) and National Formulary: 1940,1940s;Cannabis;Cannabis Indica;Chemistry;Chloroform;Cocaine;Codeine;Extract;Formulary;Indica;Pharmaceutical;Pharmacopoeia;Pharmacy;Physicians,http://cannabismuseum.com/omeka/api/items/2731
Aldous Huxley ,1940,1,Point Counter Point,1940s;Aldous Huxley;HannahBkShelf-85;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3311
George Urdang  ph.G.  D.Sc. Nat,1940,1,A Guide and a Survey,1940s;HannahBkShelf-72;Printed,http://cannabismuseum.com/omeka/api/items/5999
Robert P. Walton,1939,1,"Marihuana, America's New Drug Problem",1930s;Marihuana;Marijuana,http://cannabismuseum.com/omeka/api/items/2127
Robert Rowell ,1939,1,On the Trail of Marihuana: The Well of Madness ,1930s;HannahBkShelf-75;Marihuana;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/3478
Robert P. Walton,1939,1,"Marihuana, America's New Drug Problem",1930s;Marihuana;Marijuana,http://cannabismuseum.com/omeka/api/items/5832
Dr. Jorge Segura Millan ,1939,1,Estudio Medico y Social,Marihuana;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/7042
Earle Albert Rowell & Robert Rowell,1939,1,On the Trail of Marihuana,1930s;Book;Marihuana;Marijuana;Printed;Reefer Madness;SS-Books Collection;SS-Previous Collection;War on Drugs;Weed,http://cannabismuseum.com/omeka/api/items/9150
Earle Albert Rowell & Robert Rowell,1939,1,On the Trail of Marihuana,1930s;Marihuana;Marijuana;Pulp Fiction;Reefer Madness;SS-Previous Collection;SS-Reefer Madness Collection;War on Drugs;Weed,http://cannabismuseum.com/omeka/api/items/9531
George Thomason,1938,1,Science Speaks ,1930s;Cannabis;HannahBkShelf-36;Harry J. Anslinger;Hemp;Liquor;Marijuana;Narcotics;Needs Photo;Printed;Prohibition;Science;Tobacco,http://cannabismuseum.com/omeka/api/items/6812
Robert Petrie Walton,1938,1,Marihuana: America's New Drug Problem,1930s;Book;Marihuana;Marijuana;SS-Books Collection;SS-Previous Collection;War on Drugs,http://cannabismuseum.com/omeka/api/items/9155
Wilfred W. Robbins and Francis Ramaley,1937,1,Plants Useful to Man ,1930s;2nd Edition;HannahBkShelf-74;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3275
Earle Albert Rowell,1937,1,Dope Adventures of David Dare,1930s;HannahBkShelf-84;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3316
George Wharton James,1937,1,Indian Blankets and Their Makers ,1930s;Hemp;Indian Hemp;Printed,http://cannabismuseum.com/omeka/api/items/6950
Dr. Ben L. Reitman,1937,1,Sister of the Road ,Printed,http://cannabismuseum.com/omeka/api/items/7043
G.L. Heiges ,1937,1,The Life Story of a Famous American Glassmaker ,Printed,http://cannabismuseum.com/omeka/api/items/7093
Earle Albert Rowell,1937,1,Dope,1930s;Addiction;Dope;Heroin;Narcotics;Opium;Pulp Fiction;Smuggling;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9567
Arthur J. Cramp  M.D.,1936,1,Nostrums and Quackery and Pseudo-Medicine,1930s;HannahBkShelf-85;Nostrum;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3323
P.H. Drewry,1936,1,Some Psychiatric Aspects of Marijuana Intoxication,1930s;Book;Intoxication;Marijuana;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9135
American Pharmaceutical Association,1936,1,The National Formulary of Unofficial Preparations: 1936,1930s;Pharmaceutical;Pharmacopoeia;Preparation;SS-Medical Journals Collection;SS-Previous Collection;Washington D.C.,http://cannabismuseum.com/omeka/api/items/9707
Temesvary Gyorgy,1936,1,A Kabitoszerekrol,1930s;Book;Cocaine;Hashish;Hungarian;Opium,http://cannabismuseum.com/omeka/api/items/10064
Henry De Monfreid,1935,1,Hashish ,1930s;HannahBkShelf-57;Hash;Hasheesh;Hashish;Needs Photo;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3263
Abram Royer Brubacher,1935,1,The Volume Library ,1930s;Art;Biography;Cañamo;Cannabis;Cannabis Sativa;Chanvre;Cultural;Dictionaries;Education;English;Fiber;Geography;Hanf;Hemp;History;Nettle;New York;New York City;Reference;Sativa;Science;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3273
Homer D. House ,1935,1,Wild Flowers ,1930s;HannahBkShelf-86;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3277
Harry Beckman  M.D. ,1935,1,Treatment and General Practice,1930s;HannahBkShelf-74;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3329
Cloyce Wilson,1935,1,Useful Prescriptions ,1930s;Cincinnati;Lloyd Brothers;Medicine;Ohio;Pharmacist;Prescription;Printed;Rx,http://cannabismuseum.com/omeka/api/items/6205
N. Hudson Moore ,1935,1,European and American ,Glass;Printed,http://cannabismuseum.com/omeka/api/items/7076
Committee on the National Formulary,1935,1,The National Formulary: 1935,1930s;Apothecary;Cactus;Canadian Hemp;Extract;Formulary;Hemp;Pharmacopoeia;South Dakota;SS-Medical Journals Collection;SS-Previous Collection;Tincture,http://cannabismuseum.com/omeka/api/items/9653
The Committee on National Formulary,1935,1,The National Formulary: 1935,1930s;Cannabis;Cannabis Americana;Cannabis Indica;Cannabis Sativa;Chanvre;Hanf;Hemp;Indian Hemp;Indica;Pharmaceutical;Sativa;SS-Medical Journals Collection;SS-Previous Collection;Washington D.C.,http://cannabismuseum.com/omeka/api/items/9705
Robert E. Corradini,1934,1,Narcotics and Youth Today,1930s;HannahBkShelf-84;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3265
Joseph B. Carr,1934,1,The Man with Bated Breath ,1930s;HannahBkShelf-84;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3303
Pierre Louys ,1934,1,Black Opium  ,1930s;HannahBkShelf-84;Opium;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3306
Richard F. Burton,1934,1,The Book of the Thousand Nights and a Night: Volumes One and Two,1700s;1880s;1930s;Arabian;Arabic;Book;Fiction;Hasheesh;Hashish;Illustrated;Islam;Middle East;Muslims;Printed;South Asia;Sultan;Syria;Translation,http://cannabismuseum.com/omeka/api/items/10166
Richard F. Burton,1934,1,The Book of the Thousand Nights and a Night: Volumes Three and Four,1700s;1880s;1930s;Arabian;Arabic;Book;Fiction;Hasheesh;Hashish;Illustrated;Islam;Middle East;Muslims;Printed;South Asia;Sultan;Syria;Translation,http://cannabismuseum.com/omeka/api/items/10167
Richard F. Burton,1934,1,The Book of the Thousand Nights and a Night: Volumes Five and Six,1700s;1880s;1930s;Afghanistan;Africa;Arabian;Arabic;Book;Collection;Fiction;Hasheesh;Hashish;Herbs;Illustrated;Iran;Iraq;Islam;Middle East;Muslims;Persia;Printed;Sultan;Syria;Translation;Turkey,http://cannabismuseum.com/omeka/api/items/10168
H.L. Gates ,1933,1,The Laughing Peril ,1930s;HannahBkShelf-78;Hash;Hasheesh;Hashish;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3473
Cecil De Lenoir,1932,1,The Hundredth Man,1930s;HannahBkShelf-84;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3276
Saul Gordon ,1932,1,Gordon's Standard Annotated Forms of Agreement,1930s;HannahBkShelf-84;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3301
R.A. HAtcher  M.D.  et al ,1931,1,"Epitome of the Pharmacopeia of the United States and the Nationa Formulary, with Comments",1930s;HannahBkShelf-74;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3289
Louis Lewin ,1931,1,Phantastica,1930s;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3304
R.A. Hatcher  Ernest E. Irons  Torald Sollmann,1931,1,"Epitome of the Pharmacopeia of the United States and the Nationa Formulary, with Comments: 1931",1930s;Cannabis;Cannabis Indica;Chemistry;Chicago;Chloroform;Cocaine;Codeine;Drugs;Extract;Formulary;HannahBkShelf-74;Illinois;Indica;Medical;Pharmaceutical;Pharmacopoeia;Pharmacy;Physicians;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3309
United States Department of Agriculture,1931,1,"YearBook of Agriculture, 1931",1930s;Agriculture;Department of Agriculture;United States;Yearbook,http://cannabismuseum.com/omeka/api/items/8258
United States Department of Agriculture,1931,1,"Yearbook of Agriculture, 1931",1930s;Agriculture;SS-Books Collection;SS-Previous Collection;United States;Washington D.C.;Yearbook,http://cannabismuseum.com/omeka/api/items/8830
United States Department of Agriculture,1931,1,"Yearbook of Agriculture, 1931",1930s;Agriculture;SS-Medical Journals Collection;SS-Previous Collection;United States;Washington D.C.;Yearbook,http://cannabismuseum.com/omeka/api/items/9622
Victor Robinson,1930,1,An Essay on Hasheesh ,1930s;Hash;Hasheesh;Hashish,http://cannabismuseum.com/omeka/api/items/3240
Henri De Monfreid ,1930,1,Pearls Arms and Hashish,1930s;HannahBkShelf-56;HannahBkShelf-57;Hash;Hasheesh;Hashish;Needs Photo;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3264
William McFee,1930,1,North of Suez ,1930s;1st Edition;HannahBkShelf-77;Hash;Hasheesh;Hashish;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5959
,1930,1,The Book of Vagabonds,1910s;1920s;1930s;Hash;Hasheesh;Hashish;Syria,http://cannabismuseum.com/omeka/api/items/7007
United States Department of Agriculture,1930,1,"Yearbook of Agriculture, 1930",1930s;Agriculture;SS-Medical Journals Collection;SS-Previous Collection;United States;Washington D.C.;Yearbook,http://cannabismuseum.com/omeka/api/items/9639
Maurice Magre,1929,1,La Nuit de Haschich et D'Opium,1920s;1st Edition;HannahBkShelf-56;Needs Photo;Opium;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3244
Howard W. Haggard ,1929,1,"Devils, Drugs and Doctors",1920s;Drugs;Health;Illustrated;Science;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3267
Rabelais ,1928,1,"Gargantua and Pantagruel, 1st Modern Library Edition, 1928, Leather",1920s;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/2358
Winifred Black ,1928,1,Dope: The Story Of The Living Dead ,1920s;William Randolph Hearst,http://cannabismuseum.com/omeka/api/items/5618
James B. Bakalar,1928,1,Psychedelic Drugs Reconsidered ,1920s;1970s;Acid;HannahBkShelf-76;LSD;Needs Photo;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/5679
Winifred Black,1928,1,Dope,1920s;Book;Dope;New York,http://cannabismuseum.com/omeka/api/items/9996
Isaac D. Rawlings  M.S.  M.D. ,1927,1,The Rise and Fall of Disease in Illinois ,1920s;HannahBkShelf-83;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3274
A.S. Blumgarten  M.D.  F.A.C.P. ,1927,1,Textbook of Materia Medica ,1920s;HannahBkShelf-74;Materia Medica;Printed;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3291
Dr. R. O. Herzog,1927,1,Hanf Und Hartfasern ,1920s;HannahBkShelf-76;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/4107
L. Lewin ,1927,1,Phantastica ,1920s;Cannabis;Cannabis Indica;Chlorodyne;Codeine;German;Hanf;HannahBkShelf-46;Heroin;Indica;Morphine;Needs Photo;Opium;Printed,http://cannabismuseum.com/omeka/api/items/6984
Walter Rhoades,1927,1,Blackie's Boys Annual,1920s;Hash;Hashish;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/8846
Eli Lilly and Company,1926,1,Lilly ,1920s;SS-Pre-1940 Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/3334
United States Pharmacopeial Convention,1926,1,The Pharmacopoeia of the United States of America: 1926,Cannabis;Cannabis Sativa;Chemicals;Drugs;Extract;Pharmacopoeia;Preparation;Sativa;SS-Medical Journals Collection;SS-Previous Collection;United States;Veterinary;Washington D.C.,http://cannabismuseum.com/omeka/api/items/9617
United States Pharmacopeial Convention,1926,1,The Pharmacopoeia of the United States of America: 1926,1920s;Chemicals;Pharmacopoeia;SS-Medical Journals Collection;SS-Previous Collection;United States;Washington D.C.,http://cannabismuseum.com/omeka/api/items/9620
Sax Rohmer ,1926,1,Dope ,1920s;Book;Chinatown;Chinese;Crime;Dope;Drugs;England;London;Opium;Pulp Fiction;SS-Medical Journals Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9638
